,price
8139,24.29
8140,23.27
8141,26.16
8142,38.21
8143,40.21
8144,40.71
8145,44.14
8146,45.96
8147,45.53
8148,45.23
8149,45.54
8150,45.0
8151,45.63
8152,49.97
8153,60.85
8154,53.57
8155,49.34
8156,40.9
8157,37.88
8158,36.18
8159,32.82
8160,34.59
8161,31.23
8162,27.0
8163,26.5
8164,26.9
8165,32.15
8166,38.17
8167,43.77
8168,41.64
8169,41.51
8170,41.41
8171,44.41
8172,41.03
8173,40.72
8174,40.43
8175,41.05
8176,58.57
8177,73.12
8178,61.08
8179,57.89
8180,47.08
8181,43.23
8182,40.14
8183,39.72
8184,35.23
8185,32.4
8186,28.99
8187,28.47
8188,28.91
8189,32.48
8190,39.54
8191,45.82
8192,42.88
8193,42.96
8194,44.67
8195,45.09
8196,43.49
8197,43.14
8198,42.43
8199,43.62
8200,61.93
8201,76.82
8202,63.33
8203,60.61
8204,54.3
8205,45.41
8206,40.77
8207,40.91
8208,35.06
8209,32.12
8210,31.51
8211,30.64
8212,31.48
8213,35.13
8214,41.0
8215,46.76
8216,44.41
8217,46.46
8218,48.25
8219,47.17
8220,45.95
8221,45.57
8222,45.23
8223,45.24
8224,59.56
8225,66.77
8226,57.25
8227,53.35
8228,44.38
8229,42.89
8230,37.2
8231,35.98
8232,31.56
8233,28.16
8234,26.84
8235,26.18
8236,26.45
8237,27.81
8238,30.84
8239,34.28
8240,33.92
8241,35.82
8242,36.45
8243,36.92
8244,38.14
8245,32.08
8246,31.38
8247,32.11
8248,48.68
8249,60.53
8250,54.56
8251,47.81
8252,43.82
8253,41.08
8254,39.97
8255,38.96
8256,40.15
8257,33.24
8258,32.19
8259,31.23
8260,30.99
8261,31.91
8262,32.66
8263,33.04
8264,35.33
8265,38.93
8266,38.92
8267,39.16
8268,38.89
8269,38.61
8270,38.58
8271,38.24
8272,54.62
8273,66.47
8274,59.38
8275,58.05
8276,54.0
8277,48.69
8278,40.83
8279,39.8
8280,33.82
8281,32.03
8282,31.01
8283,30.94
8284,31.08
8285,32.92
8286,37.64
8287,45.85
8288,46.56
8289,44.48
8290,44.29
8291,44.81
8292,42.11
8293,41.5
8294,41.35
8295,39.47
8296,62.84
8297,91.23
8298,67.65
8299,64.37
8300,52.7
8301,43.55
8302,39.28
8303,38.71
8304,38.84
8305,30.23
8306,28.91
8307,28.43
8308,28.87
8309,32.16
8310,41.9
8311,45.79
8312,41.66
8313,40.32
8314,40.93
8315,38.99
8316,38.73
8317,37.85
8318,37.49
8319,38.97
8320,53.82
8321,74.28
8322,60.66
8323,54.98
8324,47.81
8325,43.06
8326,41.89
8327,39.48
8328,32.42
8329,30.76
8330,29.99
8331,28.63
8332,30.12
8333,31.64
8334,35.48
8335,39.44
8336,36.11
8337,39.51
8338,38.82
8339,38.12
8340,37.5
8341,36.0
8342,35.27
8343,37.29
8344,53.5
8345,67.17
8346,54.8
8347,53.31
8348,41.64
8349,38.39
8350,36.53
8351,37.3
8352,30.36
8353,27.7
8354,26.95
8355,26.58
8356,26.22
8357,27.75
8358,35.1
8359,37.59
8360,38.5
8361,39.25
8362,35.0
8363,36.35
8364,35.43
8365,32.81
8366,32.59
8367,34.27
8368,50.64
8369,61.89
8370,49.02
8371,49.15
8372,39.64
8373,37.98
8374,32.18
8375,32.11
8376,27.85
8377,25.95
8378,24.16
8379,22.75
8380,22.87
8381,25.44
8382,34.14
8383,38.02
8384,36.98
8385,39.95
8386,40.21
8387,46.69
8388,38.98
8389,38.76
8390,38.37
8391,41.85
8392,48.61
8393,59.69
8394,49.1
8395,49.23
8396,43.69
8397,40.24
8398,37.14
8399,36.78
8400,34.08
8401,32.76
8402,32.14
8403,30.08
8404,30.19
8405,32.35
8406,32.7
8407,34.49
8408,35.91
8409,41.55
8410,42.78
8411,40.33
8412,35.55
8413,34.38
8414,33.64
8415,35.14
8416,47.39
8417,64.8
8418,62.33
8419,51.53
8420,44.48
8421,41.21
8422,39.21
8423,34.6
8424,35.58
8425,33.54
8426,33.0
8427,31.8
8428,32.56
8429,32.88
8430,33.32
8431,34.28
8432,34.76
8433,36.13
8434,36.05
8435,37.22
8436,35.9
8437,33.99
8438,33.79
8439,36.27
8440,50.12
8441,67.83
8442,65.91
8443,60.1
8444,49.69
8445,42.75
8446,38.61
8447,37.5
8448,31.62
8449,28.48
8450,27.86
8451,27.29
8452,27.62
8453,31.18
8454,35.78
8455,38.25
8456,40.01
8457,42.86
8458,43.4
8459,38.59
8460,36.4
8461,33.0
8462,33.0
8463,37.53
8464,50.12
8465,63.03
8466,59.97
8467,55.0
8468,43.15
8469,38.56
8470,36.57
8471,31.25
8472,29.0
8473,27.52
8474,26.02
8475,25.47
8476,26.07
8477,28.95
8478,35.77
8479,37.96
8480,36.18
8481,35.55
8482,35.84
8483,33.42
8484,31.43
8485,31.33
8486,30.69
8487,31.61
8488,49.47
8489,63.58
8490,53.28
8491,47.47
8492,43.55
8493,38.25
8494,36.28
8495,32.82
8496,30.17
8497,27.61
8498,25.76
8499,25.83
8500,25.87
8501,25.25
8502,35.28
8503,39.37
8504,36.38
8505,36.05
8506,38.68
8507,39.47
8508,38.95
8509,38.61
8510,32.23
8511,32.78
8512,47.57
8513,55.19
8514,46.14
8515,45.96
8516,40.63
8517,37.62
8518,34.34
8519,30.28
8520,28.17
8521,26.95
8522,25.38
8523,24.08
8524,24.93
8525,25.56
8526,33.59
8527,35.95
8528,33.74
8529,34.92
8530,34.13
8531,32.35
8532,31.25
8533,30.55
8534,30.08
8535,30.98
8536,45.79
8537,49.31
8538,43.46
8539,42.92
8540,39.63
8541,37.62
8542,34.63
8543,30.3
8544,28.72
8545,27.28
8546,25.72
8547,25.29
8548,25.37
8549,26.15
8550,34.27
8551,35.74
8552,35.77
8553,38.49
8554,37.99
8555,38.49
8556,36.52
8557,36.33
8558,34.11
8559,33.5
8560,46.57
8561,52.52
8562,45.66
8563,43.67
8564,39.75
8565,36.06
8566,34.71
8567,34.4
8568,32.57
8569,32.16
8570,30.58
8571,29.58
8572,29.76
8573,30.88
8574,31.74
8575,33.15
8576,35.49
8577,37.1
8578,36.67
8579,36.12
8580,34.41
8581,33.42
8582,33.09
8583,31.88
8584,40.95
8585,53.93
8586,47.01
8587,42.08
8588,39.47
8589,36.0
8590,34.48
8591,32.5
8592,30.42
8593,28.14
8594,24.38
8595,24.67
8596,24.76
8597,26.06
8598,27.84
8599,30.05
8600,31.38
8601,33.49
8602,33.34
8603,33.4
8604,33.18
8605,32.19
8606,31.04
8607,30.76
8608,35.96
8609,47.24
8610,42.91
8611,38.39
8612,38.88
8613,34.64
8614,32.69
8615,29.37
8616,27.86
8617,23.79
8618,21.77
8619,21.45
8620,21.54
8621,22.25
8622,29.5
8623,31.36
8624,32.95
8625,33.75
8626,33.62
8627,33.65
8628,33.26
8629,32.78
8630,32.1
8631,32.2
8632,36.2
8633,49.02
8634,43.94
8635,43.53
8636,40.22
8637,34.74
8638,32.51
8639,29.23
